seed,quadrant,template,persona_id,axis,contrast,slope,r5_minus_r1
3009,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_neutral,0.0032231129705905916,0.012358807027339935
3009,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_neutral,0.002268527448177338,0.00687166303396225
3009,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_neutral,0.0034365072846412655,0.013289570808410645
3009,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_neutral,0.002638615667819977,0.009272284805774689
3009,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_neutral,0.0034896932542324067,0.013543538749217987
3009,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_neutral,0.0033856526017189024,0.012960642576217651
3009,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_neutral,0.0023522511124610904,0.007803343236446381
3009,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_neutral,0.0033113293349742888,0.012735463678836823
3010,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_neutral,0.0008277297019958496,0.0021347329020500183
3010,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_neutral,0.000641309469938278,0.001538895070552826
3010,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_neutral,0.0008000478148460386,0.002031266689300537
3010,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_neutral,0.0007188707590103146,0.0017118975520133972
3010,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_neutral,0.0004974149167537682,0.0009966567158699036
3010,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_neutral,0.0006987705826759331,0.001618698239326477
3010,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_neutral,0.000793562829494476,0.002004168927669525
3010,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_neutral,0.0006950244307518004,0.001713089644908905
3010,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_neutral,0.0007436841726303108,0.001765429973602295
3010,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_neutral,0.00065515786409378,0.0014002099633216858
3010,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_neutral,0.00045531243085861206,0.0007733628153800964
3010,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_neutral,0.0006520487368106842,0.0014118477702140808
3001,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0015005826950073241,0.00499977171421051
3001,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0014285415410995484,0.0045552924275398254
3001,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0016897015273571014,0.0055973827838897705
3001,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0013144142925739287,0.004020713269710541
3001,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0012486755847930908,0.003775268793106079
3001,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0015109859406948088,0.0047088563442230225
3001,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.001604725420475006,0.00558365136384964
3001,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0015893511474132538,0.005152516067028046
3001,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0017338313162326812,0.0058320313692092896
3001,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0014898262917995453,0.004835300147533417
3001,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0014398440718650818,0.004523389041423798
3001,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0016073361039161682,0.005120813846588135
3002,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0015005826950073241,0.00499977171421051
3002,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0014285415410995484,0.0045552924275398254
3002,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0016897015273571014,0.0055973827838897705
3002,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0013144142925739287,0.004020713269710541
3002,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0012486755847930908,0.003775268793106079
3002,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0015109859406948088,0.0047088563442230225
3002,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.001604725420475006,0.00558365136384964
3002,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0015893511474132538,0.005152516067028046
3002,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0017338313162326812,0.0058320313692092896
3002,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0014898262917995453,0.004835300147533417
3002,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0014398440718650818,0.004523389041423798
3002,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0016073361039161682,0.005120813846588135
3003,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0004279352724552154,0.0009907260537147522
3003,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.00037494152784347536,0.0005518347024917603
3003,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0005398154258728026,0.0013048872351646423
3003,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0002493008971214294,7.253140211105347e-05
3003,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.00023092702031135565,3.796815872192383e-05
3003,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0004081934690475464,0.0006876736879348755
3003,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.00043341740965843203,0.001004740595817566
3003,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0004677899181842804,0.0008032247424125671
3003,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.00046401694416999814,0.0009057298302650452
3003,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0003244787454605102,0.00047798454761505127
3003,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0004019230604171753,0.0006015598773956299
3003,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.00041592046618461615,0.0006117969751358032
3004,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,-0.0004697203636169433,-0.0037622451782226562
3004,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0013740360736846924,0.002975061535835266
3004,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,-0.00025808438658714294,-0.0029154345393180847
3004,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,-0.0005945563316345215,-0.004447758197784424
3004,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.001204352080821991,0.002011142671108246
3004,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,-6.053671240806584e-05,-0.0019006803631782532
3004,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,-0.000433214008808136,-0.005185902118682861
3004,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0016245625913143158,0.004046730697154999
3004,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0016716249287128447,0.004475325345993042
3004,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,-0.0005049161612987519,-0.0054970234632492065
3004,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.001461166888475418,0.0031459853053092957
3004,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0015727803111076355,0.003650061786174774
3005,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0015005826950073241,0.00499977171421051
3005,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0014285415410995484,0.0045552924275398254
3005,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0016897015273571014,0.0055973827838897705
3005,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0013144142925739287,0.004020713269710541
3005,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0012486755847930908,0.003775268793106079
3005,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0015109859406948088,0.0047088563442230225
3005,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.001604725420475006,0.00558365136384964
3005,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0015893511474132538,0.005152516067028046
3005,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0017338313162326812,0.0058320313692092896
3005,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0014898262917995453,0.004835300147533417
3005,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0014398440718650818,0.004523389041423798
3005,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0016073361039161682,0.005120813846588135
3006,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0017426855862140655,0.006683759391307831
3006,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0017607942223548888,0.006655804812908173
3006,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0018217064440250398,0.0069323331117630005
3006,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0016346648335456848,0.0061287060379981995
3006,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0016241393983364104,0.005978859961032867
3006,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0017298243939876557,0.006462357938289642
3006,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.0016398854553699494,0.0063596442341804504
3006,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0017326273024082185,0.006495445966720581
3006,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0018262699246406554,0.007081896066665649
3006,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0016546696424484253,0.006406515836715698
3006,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0016747102141380311,0.006268344819545746
3006,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.001801033318042755,0.006882533431053162
3007,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0015005826950073241,0.00499977171421051
3007,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0008796438574790954,0.0021337196230888367
3007,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0016897015273571014,0.0055973827838897705
3007,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0007202208042144775,0.001386113464832306
3007,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0006703145802021027,0.0012342259287834167
3007,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0008983172476291656,0.002047494053840637
3007,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.001604725420475006,0.00558365136384964
3007,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0015893511474132538,0.005152516067028046
3007,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0017338313162326812,0.0058320313692092896
3007,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0014898262917995453,0.004835300147533417
3007,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0014398440718650818,0.004523389041423798
3007,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0016073361039161682,0.005120813846588135
3008,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0009412422776222229,0.0022030696272850037
3008,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0008650481700897218,0.0017378255724906921
3008,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0009935297071933745,0.0021165236830711365
3008,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0007446400821208953,0.0011718422174453735
3008,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0007373631000518799,0.0012187063694000244
3008,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0008566103875637055,0.0014369785785675049
3008,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.0009086355566978455,0.0021032020449638367
3008,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0009956680238246917,0.0021841004490852356
3008,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0010572053492069243,0.0024489015340805054
3008,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.0007777698338031769,0.0012750178575515747
3008,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0008319646120071412,0.0014839917421340942
3008,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0009294331073760986,0.0017312988638877869
3009,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.002379879355430603,0.007215343415737152
3009,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0023818127810955048,0.007258012890815735
3009,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0016897015273571014,0.0055973827838897705
3009,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.0021292082965373993,0.006164282560348511
3009,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0022184766829013826,0.006570473313331604
3009,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0015109859406948088,0.0047088563442230225
3009,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.0024768330156803133,0.007804341614246368
3009,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.0015893511474132538,0.005152516067028046
3009,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.002504521608352661,0.0076728686690330505
3009,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.002346199005842209,0.007017768919467926
3009,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,0.0014398440718650818,0.004523389041423798
3009,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0022953376173973083,0.006715357303619385
3010,high_e_high_n,v1,persona.high_e_high_n,joyful,supportive_minus_feedback_only,0.0002518825232982634,-0.0007539018988609314
3010,high_e_high_n,v2,persona.high_e_high_n.v2,joyful,supportive_minus_feedback_only,7.237046957016009e-05,-0.0013608410954475403
3010,high_e_high_n,v3,persona.high_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0003136292099952696,-0.00035800784826278687
3010,high_e_low_n,v1,persona.high_e_low_n,joyful,supportive_minus_feedback_only,0.00015359595417976414,-0.0011121481657028198
3010,high_e_low_n,v2,persona.high_e_low_n.v2,joyful,supportive_minus_feedback_only,0.00024234354496002145,-0.0007879957556724548
3010,high_e_low_n,v3,persona.high_e_low_n.v3,joyful,supportive_minus_feedback_only,0.000214951485395431,-0.0008665844798088074
3010,low_e_high_n,v1,persona.low_e_high_n,joyful,supportive_minus_feedback_only,0.0003287300467491143,-0.0005011558532714844
3010,low_e_high_n,v2,persona.low_e_high_n.v2,joyful,supportive_minus_feedback_only,0.00012212544679641654,-0.0012499243021011353
3010,low_e_high_n,v3,persona.low_e_high_n.v3,joyful,supportive_minus_feedback_only,0.0002859756350517273,-0.000616125762462616
3010,low_e_low_n,v1,persona.low_e_low_n,joyful,supportive_minus_feedback_only,0.00028055831789970415,-0.000680878758430481
3010,low_e_low_n,v2,persona.low_e_low_n.v2,joyful,supportive_minus_feedback_only,5.621090531349182e-05,-0.0014932826161384583
3010,low_e_low_n,v3,persona.low_e_low_n.v3,joyful,supportive_minus_feedback_only,0.0001995556056499483,-0.0009392350912094116
3001,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.00246274471282959,-0.00910937786102295
3001,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0023825109004974366,-0.008705884218215942
3001,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002376393973827362,-0.008728638291358948
3001,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0024730443954467775,-0.009340852499008179
3001,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0023636594414711,-0.008772268891334534
3001,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002373197674751282,-0.00871749222278595
3001,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0022518754005432127,-0.007912963628768921
3001,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022284850478172303,-0.007879495620727539
3001,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021133691072463988,-0.007404744625091553
3001,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0023130983114242557,-0.008365392684936523
3001,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022686168551445006,-0.008021429181098938
3001,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021358653903007507,-0.007429733872413635
3002,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.00246274471282959,-0.00910937786102295
3002,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0023825109004974366,-0.008705884218215942
3002,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002376393973827362,-0.008728638291358948
3002,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0024730443954467775,-0.009340852499008179
3002,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0023636594414711,-0.008772268891334534
3002,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002373197674751282,-0.00871749222278595
3002,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0022518754005432127,-0.007912963628768921
3002,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022284850478172303,-0.007879495620727539
3002,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021133691072463988,-0.007404744625091553
3002,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0023130983114242557,-0.008365392684936523
3002,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022686168551445006,-0.008021429181098938
3002,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021358653903007507,-0.007429733872413635
3003,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0021957710385322573,-0.008421599864959717
3003,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0021143525838851927,-0.008112773299217224
3003,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.00211186558008194,-0.008049413561820984
3003,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0022506177425384525,-0.008686184883117676
3003,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.002151019871234894,-0.008331984281539917
3003,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002229626476764679,-0.00840422511100769
3003,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.001937645673751831,-0.007108926773071289
3003,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.001966722309589386,-0.00740303099155426
3003,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0018181979656219482,-0.0065968334674835205
3003,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.002022826671600342,-0.007550850510597229
3003,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0020220249891281126,-0.007565155625343323
3003,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0018687367439270018,-0.006722196936607361
3004,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0019351586699485781,-0.007421314716339111
3004,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.002722811698913574,-0.008464127779006958
3004,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0018709227442741392,-0.00718553364276886
3004,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0019266486167907714,-0.007581144571304321
3004,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.002042396366596222,-0.0059582144021987915
3004,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002317558228969574,-0.009403452277183533
3004,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0017575591802597046,-0.006498619914054871
3004,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0026414871215820314,-0.007755950093269348
3004,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0022640019655227658,-0.005897030234336853
3004,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0018153116106986997,-0.006914660334587097
3004,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.002596597373485565,-0.007638901472091675
3004,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002527850866317749,-0.0073389410972595215
3005,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.00246274471282959,-0.00910937786102295
3005,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0023825109004974366,-0.008705884218215942
3005,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002376393973827362,-0.008728638291358948
3005,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0024730443954467775,-0.009340852499008179
3005,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0023636594414711,-0.008772268891334534
3005,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002373197674751282,-0.00871749222278595
3005,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0022518754005432127,-0.007912963628768921
3005,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022284850478172303,-0.007879495620727539
3005,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021133691072463988,-0.007404744625091553
3005,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0023130983114242557,-0.008365392684936523
3005,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022686168551445006,-0.008021429181098938
3005,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021358653903007507,-0.007429733872413635
3006,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0018021449446678165,-0.005134955048561096
3006,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0019438281655311585,-0.0056757330894470215
3006,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0018023833632469172,-0.0050650835037231445
3006,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0018082737922668459,-0.005260303616523743
3006,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0019615650177001952,-0.005872949957847595
3006,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0018663823604583743,-0.005427435040473938
3006,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0014689281582832337,-0.0036028027534484863
3006,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0016790986061096195,-0.004474431276321411
3006,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0014117285609245296,-0.003273189067840576
3006,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0015481129288673402,-0.004015728831291199
3006,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0017852097749710078,-0.004972502589225769
3006,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0015284165740013125,-0.003765195608139038
3007,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.00246274471282959,-0.00910937786102295
3007,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0017122745513916016,-0.005302935838699341
3007,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002376393973827362,-0.008728638291358948
